index_raw	name	type	typecode	address	pname	cityname	adname	timestamp	longtitude	latitude
4950	???????????????	????;??;??	170200	?????????????????	13	???	???	8/8/2019 12:39	102.7715359	25.02930392
4951	???????????????	????;??????;??????	70000	???????????150?	13	???	???	9/16/2019 11:43	102.7655638	24.94242343
4952	?????	????;????;????	170000	?????073??????200?	13	??????????	???	8/15/2019 10:32	103.2889289	23.40476921
4953	?????	????;????;????	170000	[]	13	?????????	???	9/2/2019 0:20	101.3095576	21.42128774
4954	?????	????;????;????	170000	[]	13	???	???	8/27/2019 13:49	99.23579776	25.17210302
4955	??????	????;??;??	170300	???48	13	???	???	9/5/2019 23:27	104.1059384	26.22046368
4956	???????	????;????;????	170000	?????	13	???	???	9/2/2019 10:14	103.5422154	27.17530504
4957	?????(????)	????;??;??	170300	?????150?	13	???	???	8/3/2019 11:34	102.4934345	25.23889226
4958	???????	????;????;????	170000	[]	13	???	???	8/15/2019 13:56	102.4216123	24.86788166
4959	??????	????;????;????	170000	???	13	?????????	???	8/2/2019 13:47	104.401235	23.00869606
4960	?????	????;??;??	170300	??????2?	13	??????????	???	8/30/2019 13:44	97.8837759	24.01791445
4961	???????????	????;????;????	170000	[]	13	???????	???	8/28/2019 10:43	101.3529488	25.72675135
4962	?????	????;??;??	170300	?????	13	???	????????	8/6/2019 12:39	99.83173848	23.05575513
4963	??????????	????;??;??	170300	????????????50?	13	???????	???	9/16/2019 15:48	101.3214288	25.7239376
4964	??????????	????;????;????	170000	??????????????200?	13	???	?????????	9/13/2019 10:11	99.41067777	23.5363582
4965	?????????????	????;??;??	170300	318???50?	13	??????????	???	9/8/2019 19:15	97.92115092	24.7202467
4966	???????????????????	????;????;????	170000	???	13	???	???	9/11/2019 12:37	104.8623294	27.85660552
4967	????????	????;????;????	170000	058???127??????150?	13	???	???	8/29/2019 10:38	99.23552689	25.12086093
4968	??????????????	????;????;????	170000	[]	13	???????	???	8/28/2019 13:31	100.5703487	25.45763383
4969	????????????????????	????;??;??	170200	224???50?	13	???????	?????????	8/15/2019 18:53	100.292458	25.25336247
4971	?????????????	????;????;????	170000	????????????100?	13	???	???	9/9/2019 15:06	104.975631	27.4127174
4972	?????????	????;????;????	170000	[]	13	???????	???	9/6/2019 19:46	101.5216876	25.33506952
4973	????????????	????;??;??	170300	???????218?1?	13	???	???	8/3/2019 12:33	103.0362712	25.33535723
4974	????????	????;??;??	170300	???????	13	???	???	8/3/2019 12:35	102.5141519	24.89334559
4975	?????	????;????;????	170000	?????100?	13	???	???	8/23/2019 11:12	104.0527943	24.80002518
4976	?????????????	????;??;??	170200	233???	13	???	???	8/27/2019 17:37	98.39341675	24.97168671
4977	??????	????;????;????	170000	????	13	???	???	8/15/2019 11:42	102.5826422	24.78405184
4978	?????????????	????;??;??	170300	????50?	13	???	???	9/4/2019 17:08	104.5276759	25.22275531
4979	???????????	????;??;??	170200	037???50?	13	???	???	9/3/2019 16:01	103.1444862	24.79023515
4980	???????????	????;??;??	170300	?????????	13	???????	???	9/9/2019 15:30	100.2685153	25.59865538
4981	???????????	????;????;????	170000	?????A16??????50?	13	???	???	8/15/2019 10:55	102.5874684	24.71579728
4982	??????	?????????;????;??????	130100	??????29?	13	???	???	8/15/2019 16:10	103.813938	25.60836229
4983	???????	????;????;????	170000	?????????????????	13	???	???	8/6/2019 16:10	103.7897373	25.53132568
4984	???????	????;??;??	170200	G320(???)	13	???	???	8/15/2019 14:20	99.18696596	25.13425539
4985	????????	????;????;????	170000	??????????????200?	13	??????????	???	8/30/2019 12:54	103.3520314	23.37933947
4986	????????	????;????;????	170000	[]	13	???	???	9/12/2019 15:25	102.3587724	24.81640973
4987	????????	????;??;??	170300	302???50?	13	???	???	9/5/2019 23:05	105.0142492	27.82868838
4988	??????	????;??;??	170300	???	13	???	???????	8/3/2019 12:35	103.2681155	24.76917597
4989	?????	????;????;????	170000	??????	13	???	???	9/13/2019 23:20	103.4098521	25.3854066
4990	??????????	????;??;??	170300	????50?	13	??????????	???	9/16/2019 17:41	97.8844383	24.62088233
4991	??????????	????;??;??	170300	????50?	13	???	???	8/27/2019 17:54	98.87387211	24.97906797
4992	??????????	????;????;????	170000	[]	13	???	???	9/3/2019 10:11	99.23556089	25.12030899
4993	??????????	????;??;??	170300	261???100?	13	???	???	8/26/2019 13:47	98.83909892	23.76922973
4994	?????????????	????;??;??	170300	????????????50?	13	??????????	???????	8/30/2019 12:56	103.6807571	22.99165631
4995	???????????	????;????;????	170000	[]	13	???	???????	9/3/2019 9:48	100.8626609	27.31742616
4996	?????????????????	????;????;????	170000	[]	13	?????????	???	9/1/2019 11:09	101.2888399	21.28695126
4997	????????????????????	????;??;??	170300	????50?	13	???	???	9/9/2019 15:28	100.7379391	26.68915185
4998	??????????????	????;????;????	170000	??????	13	??????????	???	8/27/2019 22:38	103.3849923	23.38543995
4999	??????????	????;??;??	170300	???38???	13	???	???	8/7/2019 16:12	102.9281587	24.6715583
5000	??????????	????;??;??	170300	101???50?	13	??????????	???	8/15/2019 17:55	103.2558216	23.73404345
5001	??????????????	????;??;??	170300	????063???????150?	13	???	???	8/27/2019 12:16	102.7411164	24.33340934
5002	??????????????	????;????;????	170000	G8511??????	13	???	???	7/14/2019 2:32	102.483591	24.25629137
5003	?????????????	????;??;??	170300	104???50?	13	??????????	???	8/5/2019 14:36	103.744392	24.53065313
5004	??????????????	????;????;????	170000	???	13	???	?????????	9/9/2019 23:13	102.8537025	25.91786305
5005	???????????	????;??;??	170300	????????????50?	13	??????????	???	9/4/2019 14:26	97.88642306	23.9749898
5006	?????	????;????;????	170000	????150?	13	???	???	8/28/2019 14:02	102.7982872	25.05099863
5007	???????	????;??????;????	60501	??????????????	13	???	???	9/2/2019 22:26	100.9380627	22.75206309
5008	?????	????;??;??	170300	???56?	13	??????????	???	8/16/2019 0:15	97.84848438	24.00874269
5009	???????	????;??????;????	60501	??????????????	13	???	???	9/2/2019 22:26	100.9380627	22.75206309
5010	??????????????????	????;????;????	170000	[]	13	???	???	9/17/2019 13:16	102.6282784	25.32402524
5013	???????	????;??;??	170200	??????	13	???	???	9/10/2019 10:30	103.8135723	25.60818054
5014	?????????????	????;??;??	170200	351???50?	13	?????????	???	8/27/2019 17:57	104.4013141	23.00265862
5015	??????????	????;????;????	170000	???	13	???	???????	9/11/2019 12:18	103.2650248	24.77043402
5016	????????????	????;????;????	170000	???	13	???????	???	8/21/2019 13:29	99.90649399	26.5335434
5017	???????????	????;??;??	170300	?????50?	13	???????	???	8/13/2019 14:39	99.90865905	26.54539816
5018	????????????	????;??????;????	60501	???????(???????200?)	13	???	???	8/2/2019 14:50	102.6658775	25.09707791
5019	??????????????	????;??;??	170200	?????50?	13	???	???	8/3/2019 11:34	103.1595971	26.06246364
5020	????????????	????;????;????	170000	?????????60?	13	????????	???	8/27/2019 13:16	98.85028085	25.86440282
5021	???????(???)	????;??;??	170300	????50?	13	?????????	???	8/13/2019 13:31	104.2010547	24.04258185
5022	??????????	????;??;??	170300	126???50?	13	???	???	8/19/2019 14:50	99.22334307	25.13357525
5023	??????	????;??;??	170300	??????????300?	13	???????	?????????	8/21/2019 13:15	100.3009408	25.25446223
5025	????????????	????;??????;????	60501	??????79?	13	???	????????	8/30/2019 12:25	101.6901746	23.43328445
5032	??????????	????;????;??????|????;??;??	060703|170300	?????100?	13	?????????	???	9/2/2019 18:38	104.3281256	23.61908752
5033	??????????	????;????;????	170000	????111?	13	??????????	???	9/17/2019 10:48	103.4355441	24.40082073
5034	?????????	????;????;????	170000	164???150?	13	???	???	8/3/2019 12:42	100.976424	22.83165006
5035	??????????	????;??;??	170300	????	13	???????	???	8/27/2019 16:45	100.1628747	25.71086358
5036	?????????????	????;??;??	170300	???36???	13	???	???	9/6/2019 14:29	103.6563805	25.0413851
5037	????????????	????;??;??	170300	???304??5?	13	???	???	8/20/2019 11:52	103.7256022	27.36119128
5038	??????????	????;????;????	170000	???????9?	13	???	???	9/16/2019 15:33	103.6938811	27.29116662
5043	???????	?????????;????;????	130407	??????115??????150?	13	??????????	???	9/9/2019 14:35	102.5074562	22.82268253
5044	????????????	????;??;??	170200	????142?	13	???	???	8/13/2019 13:07	100.2459249	26.85911073
5045	???????????	????;????;????	170000	???73???	13	???	???	8/2/2019 12:35	102.6451302	25.04094334
5046	????????????????	????;??;??	170300	???	13	?????????	???	8/13/2019 15:49	104.339382	23.32617259
5047	????????????	????;????;??????	60703	???369???	13	???	???	9/16/2019 17:08	100.2330861	26.86560617
5051	??????????????	????;????;????	170000	?23???	13	???	???	8/2/2019 14:15	103.3172489	26.42133551
5052	?????????????	????;????;????	170000	302???50?	13	???	???	9/16/2019 17:48	104.8632317	27.76560127
5054	???????????	????;????;??????	60703	?????7?	13	????????	???	8/19/2019 9:41	98.86764909	26.90137811
5055	???????	????;????;??????	60703	????379-6???	13	???	???	9/13/2019 1:17	100.2378848	26.85880774
5056	???????????	????;??;??	170200	???????	13	??????????	???	8/29/2019 11:44	103.4355671	24.40116385
5058	??????(?)	????;????;??????	60703	????????????150?	13	???	???	8/29/2019 12:39	98.86915295	24.97185538
5059	???????	????;????;??????	60703	???????????50?	13	??????????	???????	8/30/2019 12:19	103.6808539	22.99178108
5060	??????????????	?????????;????;??????????	130104	???????????50?	13	???	???	9/12/2019 9:45	102.7967862	24.88989323
5061	??????????	????;????;??????	60703	????50?	13	???	???	8/20/2019 14:20	102.6987829	24.9872692
5062	????????????????	????;????;????	170000	?????312???????200?	13	???	??	8/27/2019 23:20	100.1496613	24.45548533
5066	???????????????	????;??????;??????	60000	???19???	13	???????	???	8/15/2019 19:53	100.2429985	25.60089115
5068	????????????	????;????;????	170000	??????????????	13	???	???	8/15/2019 13:54	104.0405366	27.63357398
5069	??????????????	????;??;??	170300	234???50?	13	??????????	???	8/1/2019 11:45	97.68578451	23.88349165
5071	???????????????	????;????;??????	60703	???????????50?	13	???	???	8/29/2019 11:55	105.0412593	27.84401852
5072	?????????	????;????;????	60704	??????A?71	13	???	???	8/27/2019 20:15	102.4673224	24.9176684
5073	?????????????????	?????????;????;??????????	130104	????????????50?	13	???????	???	8/15/2019 15:53	102.0765955	25.1461563
5075	???????????????	????;????;????	60704	???65????	13	???	???	8/2/2019 13:07	102.6908365	25.0399342
5082	????	????;??????;??????	60000	????????????	13	??????????	???	8/28/2019 11:34	103.435437	24.40076755
5083	?????	????;??????;??????	60603	???????????????	13	???	???	9/8/2019 19:36	102.4927865	25.2378883
5084	????	????;??????;??????	60000	???????111???????	13	??????????	???	9/5/2019 17:04	103.4353979	24.40077649
5086	???????????????	????;????;????	60700	???282???	13	???	???	8/26/2019 11:33	102.6908016	25.03914435
5087	?????????????????	?????????;??????;????????	130600	??????????????????????	13	???	??????????	9/11/2019 10:50	101.8780741	22.55602002
5088	????	????;????/???;????/???	60200	???????111????????	13	??????????	???	8/22/2019 19:26	103.4354219	24.40077053
5089	?????	????;??;??	170200	???	13	???	???????	8/23/2019 9:50	99.10242452	23.29677339
5097	??????????????????	?????????;????;??????????	130104	???245?	13	???	???	8/22/2019 15:02	103.2997466	26.41397606
5098	????????????????????	?????????;????;??????????	130104	???4?	13	???	???	8/6/2019 12:33	102.5432906	24.3520403
5099	?????????????????	?????????;????;??????????	130104	???4?	13	???	???	8/13/2019 13:24	102.5432906	24.3520403
5101	???????	????;??????;??????	60000	???????	13	??????????	???	8/15/2019 10:24	102.8363952	23.60726977
5103	????(???????)	????;??????;????	60305	???18?(???????????????)	13	???	???	9/16/2019 14:52	102.7994814	24.89037544
5105	?????	????;??????;??????	60000	????296?(??????)	13	???	???	9/1/2019 11:57	103.0367177	25.33496909
5106	????	????;??;????|????;??????;????	170208|060305	????????????50?	13	???	???	8/15/2019 13:45	102.796639	24.89277465
5107	????(???)	????;??????;????	60305	??????10?	13	???	???	8/6/2019 12:34	102.5431673	24.3529543
5112	???	????;??????;??????	60000	????50?	13	?????????	???	8/2/2019 15:00	100.7760637	22.00612604
5169	?????????	????;????;????	170000	[]	4	???	???	8/2/2019 14:11	90.99523838	29.55521689
5170	????????	????;??;??	170300	???6	4	????	???	9/9/2019 15:50	89.60078583	28.90771874
5171	?????????(??????)	????;????;??????	60703	????10?	4	???	???	8/16/2019 15:11	91.13491524	29.65518692
5172	??????????	????;??;??	170300	?????????????????????????	4	???	???	9/9/2019 22:37	98.59740089	29.68150064
5173	????????????	????;??????;??????	60000	??????36-?18???	4	???	???	9/9/2019 16:16	91.1374344	29.64963582
5174	??????????	????;??;??	170300	???	4	???	???	8/7/2019 19:20	91.0003863	29.55271509
5175	?????????????	????;??;??	170300	[]	4	???	???	8/30/2019 12:43	90.99523937	29.55521789
5176	????????????????	????;????;????	170000	?????????????	4	???	???	8/28/2019 16:16	94.44778283	29.55294314
5182	???	????;??;??	170300	?????50?	24	???	???	9/16/2019 17:33	108.4251404	34.49288754
5183	?????	????;????;????	170000	[]	24	???	???	8/19/2019 14:40	108.9122855	34.33120352
5184	?????	????;????;????	170000	[]	24	???	???	8/15/2019 11:20	107.0709652	33.07664924
5185	?????	????;??;??	170300	??????	24	???	???	8/19/2019 14:29	109.068557	34.75676556
5186	?????	????;??;??	170300	????312???????50?	24	???	???	8/30/2019 18:01	108.1425549	34.11608838
5187	?????	????;????;????	170000	[]	24	???	???	9/3/2019 10:25	108.9124662	34.3312074
5188	?????	????;????;????	170000	[]	24	???	???	9/3/2019 10:24	108.9122685	34.33117955
5189	?????	????;????;????	170000	??????	24	???	???	9/3/2019 9:47	109.0375007	34.70614524
5190	?????	????;????;????	170000	????50?	24	???	???	9/17/2019 10:22	109.6569477	37.13034791
5191	???????	????;????;????	170000	?????	24	???	???	8/4/2019 12:49	109.3432321	34.69541018
5192	???????????	????;??;??	170300	212???50?	24	???	??	8/21/2019 10:50	106.8369217	34.90354825
5193	?????????	????;??;??	170300	????270??????100?	24	???	???	8/1/2019 16:58	108.1573514	34.16659881
5194	?????????????????	????;??;??	170300	210???50?	24	???	???	9/1/2019 10:04	109.2760301	35.60041351
5195	???????????	????;??;??	170300	???306???100?	24	???	???	8/12/2019 16:17	108.1123109	35.02051372
5196	?????	????;??????;????	60501	[]	24	???	???	8/29/2019 12:42	108.9128547	34.33111217
5197	?????	????;??;??	170300	310???50?	24	???	???	8/3/2019 12:49	109.5529559	34.49543778
5198	???????????????	????;????;????	170000	G316(???)	24	???	???	9/11/2019 18:03	108.7497625	32.74591286
5199	?????	????;????;????	170000	????????	24	???	??	8/27/2019 13:25	106.6863263	33.13828976
5200	????????	????;??;??	170300	104???50?	24	???	???	8/20/2019 20:15	108.3239354	34.30644092
5201	??????	????;????;????	170000	????????60?	24	???	???	8/22/2019 17:19	108.2005824	34.16263832
5202	????????	????;??;??	170300	[]	24	???	???	8/27/2019 12:25	109.9545144	33.86456846
5203	???????	????;??;??	170300	210???50?	24	???	???	9/9/2019 12:04	107.8725486	32.56479062
5204	????????	????;??;??	170300	????50?	24	???	???	8/28/2019 11:46	110.0372918	36.57136145
5205	?????????????	????;????;????	170000	[]	24	???	???	8/30/2019 18:26	109.7731623	38.1739797
5206	???????	????;??????;??????	60000	???????????100?	24	???	???	9/12/2019 12:43	107.4103495	34.52063885
5207	?????	????;????;????	170000	?????50?	24	???	???	8/21/2019 17:40	109.4662567	36.59212611
5208	?????	????;????;????	170000	???????????100???	24	???	???	8/15/2019 10:25	109.0936752	35.12225646
5209	????????????	????;??????;????????	170400	????	24	???	???	8/7/2019 10:10	109.6147196	34.96523913
5210	???????????	????;????;????	170000	???????	24	???	???	9/17/2019 10:20	108.9115047	34.61268652
5211	??????????????	????;????;????	170000	????305?	24	???	???	8/2/2019 17:44	108.7353033	37.57089787
5212	?????????	????;??;??	170300	108???50?	24	???	???	8/27/2019 18:41	107.0712795	33.07743637
5213	??????	????;????;????	170000	G210(???)	24	???	???	8/31/2019 11:04	107.9115153	32.50945629
5214	???????????	????;??;??	170300	???????	24	???	???	9/8/2019 16:06	108.9116066	34.61241668
5215	??????????	????;??;??	170300	????309???????150?	24	???	???	9/2/2019 15:14	106.1444941	33.33500614
5216	?????????????	????;??;??	170300	201???50?	24	???	???	8/20/2019 11:43	109.5869223	34.99184217
5217	?????????	????;??;??	170300	108???201???????150???	24	???	???	9/16/2019 16:42	109.5792063	34.59883217
5218	??????????????	????;????;??????	60703	?????50?	24	???	???	9/10/2019 10:31	109.5331364	36.62514884
5219	???????????	????;??;??	170300	[]	24	???	???	8/30/2019 19:19	109.1031959	34.06874158
5220	???????????	????;??????;??????	60000	??????????????100?	24	???	???	9/9/2019 12:17	108.2201004	34.26245086
5221	???????????????	????;??;??	170200	?????50?	24	???	???	9/1/2019 11:42	108.4251023	34.4928805
5222	????????????	????;??;??	170200	207???50?	24	???	???	8/7/2019 13:44	109.0694089	32.69543478
5223	?????????	????;??;??	170200	[]	24	???	???	9/17/2019 11:49	109.4923497	34.48138136
5224	????????????	????;????;??????	60703	?????	24	???	???	8/28/2019 13:22	107.6239884	34.45059958
5225	????????????	????;??;??	170300	307???100?	24	???	???	9/13/2019 17:00	108.7353761	37.57129579
5226	??????????	????;????;??????	60703	????????100?(?????)	24	???	???	9/2/2019 13:00	108.2063936	34.16338117
5227	?????????????????	????;??;??	170200	?????????????50?	24	???	???	8/7/2019 13:50	107.372184	34.52470051
5228	?????????????	?????????;?????????;?????????	130000	???	24	???	???	8/20/2019 10:31	109.4294229	35.75907946
5229	????????	????;??;??	170300	????	24	???	???	8/19/2019 10:37	108.8998087	34.33807223
5230	???????????????	????;????;??????	60703	???????????100?	24	???	???	8/29/2019 12:38	106.9618552	33.1954781
5231	?????????????	????;????;??????	60703	?????????????100?	24	???	???	8/15/2019 19:49	108.7746139	32.737707
5234	??????(??????)	????;????;??????	60703	????????????100?	24	???	???	9/3/2019 16:44	110.5016627	38.81503363
5235	????????	????;????;????	170000	???	24	???	???	8/27/2019 16:38	108.7598954	36.80342633
5236	?????(??????)	????;??????;??????	60000	???175?????????	24	???	???	8/27/2019 9:52	108.508342	32.89506028
5237	??????????	????;????;??????	60703	????50?	24	???	???	9/8/2019 12:50	110.4489344	38.99895421
5238	???????????	????;??;??	170200	????305?	24	???	???	9/17/2019 15:50	108.7352283	37.57097689
5239	??????????	????;??;??	170200	?????50?	24	???	???	9/11/2019 23:02	108.814079	34.27124011
5240	?????????????	????;??;??	170200	????????????????10?	24	???	???	8/7/2019 13:09	108.8139638	34.27119191
5241	??????????????	????;????;??????	60703	????????????100?	24	???	???	9/16/2019 23:26	110.4874405	38.84558406
5243	???????????	????;??;??	170200	????305?	24	???	???	9/17/2019 15:50	108.7352283	37.57097689
5244	??????????	????;??;??	170200	?????50?	24	???	???	9/11/2019 23:02	108.814079	34.27124011
5245	?????????????	????;??;??	170200	????????????????10?	24	???	???	8/7/2019 13:09	108.8139638	34.27119191
5246	??????????????	????;????;??????	60703	????????????100?	24	???	???	9/16/2019 23:26	110.4874405	38.84558406
5247	????????????	????;????;??????	60703	?????????????50?	24	???	???	8/26/2019 18:34	108.5990159	34.10514751
5248	????????????	????;????;??????	60703	??????4??6???	24	???	???	9/6/2019 14:12	108.6026745	34.11699313
5249	??????????	????;????;??????	60703	????????????50?	24	???	???	8/28/2019 10:05	106.9989958	33.0962295
5251	??????????	????;??????;??????	60000	?????????????170?	24	???	???	9/10/2019 1:44	109.0074519	34.27866489
5253	???????????	????;????;????	60700	????????????50?	24	???	???	8/27/2019 13:35	108.1961041	34.16316938
5254	???????????	????;????;??????	60703	?????????????100?	24	???	???	8/24/2019 11:35	108.2152454	34.26285695
5256	?????????????	????;??;??	170300	???????????150?	24	???	???	8/1/2019 16:58	109.0326341	34.20915044
5257	???????	????;??????;??????	70000	????100?	24	???	???	8/27/2019 13:49	107.0222979	33.04328201
5259	????????	????;??????;??????	70000	??????????????????	24	???	???	8/22/2019 13:01	110.1051781	32.8025537
5261	?????(??????)	????;??????;??????	60000	?????????????50?	24	???	??	9/16/2019 15:32	108.244074	34.52901284
5262	??????????	????;??;??	170200	107???50?	24	???	???	8/7/2019 10:02	108.5171931	34.56580843
5263	??????????	????;??;??	170200	309???100?	24	???	???	9/3/2019 16:28	110.1855624	36.0584364
5264	????????????	????;????;??????	60703	???????????150?	24	???	???	8/31/2019 21:46	110.4924311	38.85372551
5267	????????????	????;??????;??????	60000	????????????100?	24	???	???	8/29/2019 12:44	110.1862431	36.87822853
5268	?????????????	????;??;??	170200	?????210??????150?	24	???	???	8/3/2019 12:52	107.3965444	34.40433921
5269	???????????????	????;??;??	170200	????????????665?	24	???	???	8/14/2019 19:35	107.5446622	34.31052441
5270	?????????????	????;????;????	170000	[]	24	???	???	9/2/2019 19:07	109.4248995	36.47867788
5271	????????????	?????????;????;??????????	130104	????????????100?	24	???	???	9/8/2019 0:10	109.6693963	37.14109123
5272	?????????????????????	????;????;????	170000	???????????????????190?	24	???	???	8/3/2019 10:49	108.8056721	34.18653681
5273	?????????????	?????????;????;??????????	130104	???????	24	???	??	9/15/2019 23:32	106.6793957	33.15650388
5274	??????????????????	????;????;??????	60703	????????????100?	24	???	???	9/5/2019 18:46	110.5014751	38.81494612
5275	???????????????	????;????;??????	60703	????????????50?	24	???	???	8/27/2019 12:56	107.0409347	33.0671455
5276	????????????	?????????;????;??????????	130104	?????????????100?	24	???	???	9/16/2019 16:28	109.6693973	37.14109223
5277	???????????????	????;??;??	170300	?????????950?	24	???	???	8/21/2019 15:31	109.789726	38.28092012
5279	???????????????????	?????????;????;??????	130400	????31??	24	???	???	8/7/2019 11:48	109.5024996	34.49922449
5280	???????????????	?????????;????;??????????	130103	????????????150?	24	???	???	9/9/2019 19:53	109.4761503	34.50500249
5281	??????????????	?????????;????;??????????	130104	????202??????100?	24	???	???	9/15/2019 10:49	109.9354838	34.80693584
5282	??????????????	?????????;?????;??????	130505	?????????23?	24	???	???	8/16/2019 11:03	108.9535903	34.25916914
5283	?????????????????	?????????;????;??????????	130104	???15???	24	???	???	8/28/2019 23:10	107.3256322	33.1556804
5284	??????????????	?????????;????;??????????	130104	???15???	24	???	???	8/23/2019 23:57	107.3256322	33.1556824
5285	??????????????	?????????;????;??????????	130103	???29?	24	???	???	8/8/2019 13:15	109.7476737	38.28957758
5289	??????????????	?????????;?????;??????	130505	???29?	24	???	???	8/13/2019 14:47	109.7476737	38.28957758
5290	??????????????	????;????;??????	60703	??????????????150?	24	???	???	8/1/2019 15:33	108.5925323	34.27555885
5291	?????????????	????;??;??	170200	?????50?	24	???	???	8/27/2019 18:03	107.5845769	37.61509247
5293	??????	????;????;??????	60703	????40???	24	???	???	8/26/2019 19:03	110.0811563	34.56922868
5296	?????	????;????;???	60401	??????????????????????	24	???	???	8/19/2019 13:26	109.7281645	38.23170591
5298	???????	????;??????;??????	60000	???????37??????	24	???	???	8/31/2019 13:56	108.8075927	37.59779097
5300	?????	????;??????;??????	60000	???8?	24	???	??	9/17/2019 17:58	108.2355972	34.52853958
5302	???????	????;????;??????	60703	????????????100?	24	???	???	8/22/2019 12:22	110.4874405	38.84560205
5303	?????	????;????;??????	60703	????????????100?	24	???	???	9/1/2019 10:00	108.2031434	34.16404055
5304	??????	????;??????;??????	60000	????????50?(????)	24	???	???	9/13/2019 10:57	109.4734419	36.5481771
5305	??????	????;????;??????	60703	????????????100?	24	???	???	8/22/2019 17:18	108.1998199	34.1626042
5306	???????	????;????;??????	60703	????????????50?	24	???	???	9/12/2019 19:19	109.4341037	35.76009224
5308	?????(???????)	????;????/???;????/???	60200	309???50?	24	???	???	8/21/2019 21:11	110.1851576	36.05832272
5343	???????	????;??;??	170200	???701???	23	???	????	8/15/2019 12:57	103.7895807	36.05198882
5344	?????????	????;??;??	170200	???264?	23	???	???	8/27/2019 17:24	103.8819905	36.06211771
5346	????????	????;??;??	170300	313???100?	23	???????	???	8/22/2019 14:00	104.389412	33.76530627
5347	??????????	????;????;????	170000	101???50?	23	???	???	8/28/2019 13:04	106.746668	35.23774557
5348	????????	????;????;????	170000	G213(???)	23	???????	???	8/27/2019 23:19	103.1321363	35.54413522
5349	????????????	????;????;????	170000	??????	23	???????	???	8/29/2019 12:04	103.2118965	35.6651262
5350	????????????????	????;??;??	170300	???????	23	???	???	9/16/2019 15:27	105.0238857	33.34619507
5351	????????????????	????;??;??	170300	?????????250?	23	???	???	9/9/2019 14:31	103.6381761	36.65627689
5352	????????	????;??;??	170300	??????????????150?	23	???	???	8/15/2019 18:37	101.9798808	38.25019045
5353	????????	????;??;??	170300	457???459??????50?	23	???	???	9/7/2019 15:32	105.0129976	34.77129801
5354	?????	????;??;??	170300	?????????????????300?	23	???	???	8/20/2019 21:28	103.9419987	36.35307828
5355	????????????	????;??;??	170300	218???304???????150?	23	???	???	8/8/2019 13:53	106.0242171	35.18534231
5356	???????????	????;????;????	170000	?????	23	???	??	9/2/2019 15:32	105.7317964	33.73150914
5357	??????????	????;????;????	170000	????50?	23	???	???	8/30/2019 13:33	98.90190652	39.95067883
5358	???????	????;????;??????	60703	???16???	23	???	??	9/1/2019 11:01	104.0343184	34.43738909
5359	?????????????	????;??;??	170300	????322???????100?	23	???	???	8/30/2019 12:53	104.6643416	36.54916549
5360	??????????	????;????;????	170000	???G30????	23	???	???	8/28/2019 11:40	98.56311244	39.68726586
5361	????????????	????;??;??	170300	????3-18?(???????)	23	???	???	8/2/2019 10:56	102.6778814	37.88285512
5362	??????????	????;??;??	170300	?????(????????)	23	???	???	8/14/2019 14:32	107.6129662	35.72872434
5363	??????????	????;??;??	170300	???153???	23	???	???	8/21/2019 15:09	102.1916176	38.54253645
5364	?????????????	????;????;????	170000	??????	23	???	???	9/1/2019 15:42	94.71606042	40.20653188
5365	?????????????	????;????;????	170000	[]	23	???	???	6/24/2019 0:30	104.9557535	36.09308955
5366	??????????????	????;????;??????	60703	????????????200?	23	???	???	8/30/2019 23:44	105.7232105	35.52458707
5367	???????????	????;??;??	170300	312???50?	23	???	???	8/15/2019 10:37	102.5566038	37.93915865
5368	??????????????	????;??;??	170200	306???100?	23	???	??	8/7/2019 13:56	104.0153152	34.44749776
5369	??????????	????;????;??????	60703	???2112?	23	???	???	8/7/2019 13:33	103.8696109	36.05424078
5370	???????????????	????;??;??	170300	?????????????????	23	???	???	9/3/2019 14:08	98.55324509	39.72040595
5372	??????????	????;??????;??????	70000	??????	23	???	???	9/3/2019 16:52	102.879233	36.33667685
5373	?????????	????;??????;????	60501	?????????	23	???	???	9/8/2019 19:10	103.8034803	35.2289191
5374	???????????	????;??;??	170200	???26???	23	???	???	9/4/2019 14:18	100.4567933	38.93875468
5375	?????????????	????;????;??????	60703	????????????50?	23	???????	???	8/26/2019 10:03	103.3467525	35.42734636
5377	???????	????;????;??????	60703	???352?	23	???	???	9/15/2019 9:31	103.8647215	36.05239919
5378	????	????;????;????	60700	???123?	23	???	???	8/31/2019 23:11	103.8616099	36.05450457
5379	??????????	????;????;??????	60703	????????????50?	23	???	???	8/7/2019 10:40	105.7314397	34.574772
5380	??????????	????;????;??????	60703	???????????150?	23	???	???	7/10/2019 23:18	105.6677524	34.8711104
5381	??????????	????;????;??????	60703	????????????150?	23	???	???	9/1/2019 10:19	105.6693313	34.86477218
5382	??????????	????;????;??????	60703	???16???	23	???	???	9/1/2019 10:14	105.6813702	34.55464783
5383	??????????	????;????;??????	60703	????????????150?	23	???	???	8/23/2019 11:21	105.7409609	34.58212143
5384	???????	????;??????;??????	70000	????100?	23	???	???	7/16/2019 16:15	104.6325412	35.55341588
5385	??????????(???)	????;????;??????	60703	?????????????50?	23	???	???	8/25/2019 10:13	105.6876383	34.57190703
5386	??????????(???)	????;????;??????	60703	???????????????50?	23	???	???	9/17/2019 10:33	105.6926857	34.56768759
5387	??????????(?????)	????;????;??????	60703	316???50?	23	???	???	8/6/2019 13:36	105.6580386	34.56761025
